question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
A-005-006-001;If the signals of two repeater transmitters mix together in one or both of their final amplifiers and unwanted signals at the sum and difference frequencies of the original signals are generated and radiated, what is this called?;Intermodulation interference;Neutralization;Adjacent channel interference;Amplifier desensitization;Si les signaux émis par deux répéteurs se mélangent dans un ou dans les deux amplificateurs de puissance et que des signaux indésirables sont générés à la somme ou à la différence de leurs fréquences originales, comment appelle-t-on ce phénomène?;L'intermodulation;La neutralisation;L'interférence d'une fréquence adjacente;La désensibilisation de l'amplificateur
A-005-006-002;How does intermodulation interference between two repeater transmitters usually occur?;When they are in close proximity and the signals mix in one or both of their final amplifiers;When the signals are reflected in phase by aircraft passing overhead;When they are in close proximity and the signals cause feedback in one or both of their final amplifiers;When the signals are reflected out of phase by aircraft passing overhead;Quelle est la cause de l'intermodulation entre deux répéteurs?;Les deux répéteurs sont très près et leurs signaux se mélangent dans l'un ou l'autre amplificateur de puissance;Les signaux sont réfléchis en phase par des avions qui passent dans les parages;Les deux répéteurs sont très près et leurs signaux provoquent une rétroaction dans l'un ou l'autre amplificateur de puissance;Les signaux sont réfléchis hors de phase par des avions qui passent dans les parages
A-005-006-003;How can intermodulation interference between two repeater transmitters in close proximity often be reduced or eliminated?;By installing a terminated circulator or ferrite isolator in the transmission line to the transmitter and duplexer;By installing a low-pass filter in the antenna transmission line;By installing a high-pass filter in the antenna transmission line;By using a Class C final amplifier with high driving power;Comment peut-on réduire ou même éliminer l'intermodulation entre deux répéteurs situés à proximité l'un de l'autre?;En installant un circulateur avec terminaison (aussi appelé isolateur en ferrite) dans la ligne de transmission de l'émetteur ou du duplexeur;En installant un filtre passe-bas dans la ligne de transmission;En installant un filtre passe-haut dans la ligne de transmission;En utilisant un amplificateur de puissance en Classe C à fort signal d'attaque
A-005-006-004;If a receiver tuned to 146.70 MHz receives an intermodulation product signal whenever a nearby transmitter transmits on 146.52, what are the two most likely frequencies for the other interfering signal?;146.34 MHz and 146.61 MHz;146.88 MHz and 146.34 MHz;146.01 MHz and 147.30 MHz;73.35 MHz and 239.40 MHz;Si un récepteur syntonisé à 146,70 MHz reçoit un produit d'intermodulation à chaque fois qu'un émetteur situé à proximité émet à 146,52 MHz, quelles sont les fréquences probables de l'autre émetteur qui pourraient provoquer l'interférence?;146,34 MHz et 146,61 MHz;146,88 MHz et 146,34 MHz;146,01 MHz et 147,30 MHz;73,35 MHz et 239,40 MHz
A-005-006-005;What type of circuit varies the tuning of an amplifier tank circuit to produce FM signals?;A phase modulator;A balanced modulator;A double balanced mixer;An audio modulator;Quel type de circuit fait varier la syntonisation du circuit résonant parallèle d'un étage d'amplification pour produire la fréquence modulée (FM)?;Un modulateur de phase;Un modulateur équilibré;Un mélangeur doublement équilibré;Un modulateur audio
A-005-006-006;What audio shaping network is added at an FM transmitter to attenuate the lower audio frequencies?;A pre-emphasis network;An audio prescaler;A heterodyne suppressor;A de-emphasis network;Quel circuit audio, typiquement présent dans un émetteur FM, a pour effet d'atténuer les basses fréquences?;Un circuit de préaccentuation;Un prédiviseur ("prescaler") audio;Un suppresseur hétérodyne;Un circuit de désaccentuation
A-005-006-007;Which type of filter would be best to use in a 2-metre repeater duplexer?;A cavity filter;A DSP filter;An L-C filter;A crystal filter;Quel est le filtre idéal à utiliser pour un duplexeur de répéteur 2 mètres?;Un filtre à cavités;Un filtre DSP;Un filtre L-C;Un filtre à cristal
A-005-006-008;The characteristic difference between a phase modulator and a frequency modulator is:;pre-emphasis;the centre frequency;de-emphasis;frequency inversion;Ce qui distingue un modulateur de phase d'un modulateur de fréquence, c'est :;la préaccentuation;la fréquence centrale;la désaccentuation;l'inversion de fréquence
A-005-006-009;In most modern FM transmitters, to produce a better sound, a compressor and a clipper are placed:;between the audio amplifier and the modulator;between the multiplier and the PA;between the modulator and the oscillator;in the microphone circuit, before the audio amplifier;Dans la plupart des émetteurs FM modernes, on installe un compresseur et un écrêteur afin de produire une meilleure sonorité. Ils sont placés :;entre l'amplificateur audio et le modulateur;entre le multiplicateur et l'amplificateur de puissance;entre le modulateur et l'oscillateur;dans le circuit du microphone avant l'amplificateur audio
A-005-006-010;Three important parameters to be verified in an FM transmitter are:;power, frequency deviation and frequency stability;distortion, bandwidth and sideband power;modulation, pre-emphasis and carrier suppression;frequency stability, de-emphasis and linearity;Dans un émetteur FM, il faut vérifier les trois importants paramètres suivants :;la puissance, l'excursion de fréquence et la stabilité en fréquence;la distorsion, la largeur de bande et la puissance dans les bandes latérales;la modulation, la préaccentuation et la suppression de la porteuse;la stabilité en fréquence, la désaccentuation et la linéarité
A-005-006-011;Intermodulation interference products are not typically associated with which of the following:;intermediate frequency stage;final amplifier stage;receiver frontend;passive intermodulation;Des produits d'intermodulation causant brouillage ne sont pas typiquement associés à :;Un étage de fréquence intermédiaire;Un amplificateur de puissance;Un étage d'entrée de récepteur;L'intermodulation passive
A-005-007-001;Maintaining the peak RF output of a SSB transmitter at a relatively constant level requires a circuit called the:;automatic level control (ALC);automatic gain control (AGC);automatic output control (AOC);automatic volume control (AVC);Pour maintenir la puissance de sortie RF de crête d'un émetteur BLU à une valeur relativement constante, on utilise un circuit appelé :;commande automatique de niveau ("ALC");commande automatique de gain ("AGC");commande automatique de la sortie ("AOC");commande automatique de volume ("AVC")
A-005-007-002;Speech compression associated with SSB transmission implies:;full amplification of low level signals and reducing or eliminating amplification of high level signals;full amplification of high level signals and reducing or eliminating signals amplification of low level;a lower signal-to-noise ratio;circuit level instability;La compression de la voix dans un émetteur BLU :;a pour but d'amplifier les signaux faibles et de réduire ou d'éliminer l'amplification des signaux forts;a pour but d'amplifier les signaux forts et de réduire ou d'éliminer l'amplification des signaux faibles;produit un rapport signal/bruit plus faible;découle d'une instabilité au niveau du circuit
A-005-007-003;Which of the following functions is not included in a typical digital signal processor?;Aliasing amplifier;Analog to digital converter;Digital to analog converter;Mathematical transform;Parmi les énoncés suivants, lequel ne représente pas une fonction remplie par un processeur de signal numérique?;Amplificateur de repliement;Convertisseur analogique à numérique;Convertisseur numérique à analogique;Transformation mathématique
A-005-007-004;How many bits are required to provide 256 discrete levels, or a ratio of 256:1?;8 bits;6 bits;16 bits;4 bits;Combien de bits sont requis pour obtenir 256 niveaux distincts, ou un rapport de 256 pour 1?;8 bits;6 bits;16 bits;4 bits
A-005-007-005;Adding one bit to the word length, is equivalent to adding ____ dB to the dynamic range of the digitizer:;6 dB;1 dB;4 dB;3 dB;Additionner un bit à la longueur d'un mot d'un numériseur équivaut à ajouter _____ dB à la gamme dynamique d'un convertisseur?;6 dB;1 dB;4 dB;3 dB
